Date,Open,High,Low,Close,Adj Close,Volume
2000-10-17,189.724136,192.815369,187.405716,187.792114,82.122475,30266285
2000-10-18,187.792114,188.951324,181.609665,181.996063,79.587799,45082402
2000-10-19,183.928085,187.405716,179.291245,186.246506,81.446579,43730189
2000-10-20,193.201767,195.133789,175.813614,177.745636,77.729080,212012808
2000-10-23,177.745636,181.609665,173.881592,175.813614,76.884209,84723602
2000-10-24,175.813614,175.813614,173.881592,175.813614,76.884209,58345738
2000-10-25,175.813614,175.813614,175.813614,175.813614,76.884209,0
2000-10-26,173.881592,173.881592,171.949570,173.881592,76.039330,46913389
2000-10-27,173.881592,173.881592,173.881592,173.881592,76.039330,0
2000-10-30,173.881592,173.881592,166.153519,166.153519,72.659790,89420764
2000-10-31,166.153519,166.153519,164.221512,166.153519,72.659790,74164692
2000-11-01,166.153519,171.949570,166.153519,168.085541,73.504715,188669337
2000-11-02,168.085541,168.085541,164.221512,166.153519,72.659790,66446078
2000-11-03,168.085541,168.085541,164.221512,164.221512,71.814903,91193522
2000-11-06,166.153519,170.017563,166.153519,170.017563,74.349556,69732797
2000-11-07,170.017563,171.949570,168.085541,168.085541,73.504715,40249372
2000-11-08,168.085541,173.881592,168.085541,170.017563,74.349556,183525750
2000-11-09,170.017563,171.949570,168.085541,170.017563,74.349556,39770598
2000-11-10,168.085541,168.085541,164.221512,168.085541,73.504715,125050613
2000-11-13,166.153519,168.085541,164.221512,166.153519,72.659790,40812255
2000-11-14,166.153519,168.085541,166.153519,166.153519,72.659790,142577627
2000-11-15,166.153519,170.017563,162.289490,162.289490,70.970055,144984437
2000-11-16,162.289490,164.221512,160.357468,160.357468,70.125137,38871279
2000-11-17,160.357468,162.289490,158.425446,158.425446,69.280258,35183424
2000-11-20,158.425446,164.221512,158.425446,162.289490,70.970055,78027235
2000-11-21,162.289490,162.289490,160.357468,162.289490,70.970055,9433143
2000-11-22,162.289490,183.541687,162.289490,181.609665,79.418846,856837385
2000-11-23,183.541687,185.473694,173.881592,173.881592,76.039330,398999966
2000-11-24,177.745636,181.609665,175.813614,177.745636,77.729080,192176033
2000-11-27,177.745636,179.677643,175.813614,177.745636,77.729080,39492391
2000-11-28,177.745636,177.745636,173.881592,175.813614,76.884209,38696591
